Market,State,Target,Keyword,Signal Strength,Legal Note,Search Query,Google Search URL
"Dallas, TX",TX,75203,probate,High,Generally permitted - verify current statute,"site:zillow.com ""probate"" ""75203""",https://www.google.com/search?q=site%3Azillow.com+%22probate%22+%2275203%22
"Dallas, TX",TX,75203,estate sale,Medium,Generally permitted - verify current statute,"site:zillow.com ""estate sale"" ""75203""",https://www.google.com/search?q=site%3Azillow.com+%22estate+sale%22+%2275203%22
"Dallas, TX",TX,75203,inherited,Medium,Generally permitted - verify current statute,"site:zillow.com ""inherited"" ""75203""",https://www.google.com/search?q=site%3Azillow.com+%22inherited%22+%2275203%22
"Dallas, TX",TX,75203,motivated seller,High,Generally permitted - verify current statute,"site:zillow.com ""motivated seller"" ""75203""",https://www.google.com/search?q=site%3Azillow.com+%22motivated+seller%22+%2275203%22
"Dallas, TX",TX,75203,must sell,Medium,Generally permitted - verify current statute,"site:zillow.com ""must sell"" ""75203""",https://www.google.com/search?q=site%3Azillow.com+%22must+sell%22+%2275203%22
"Dallas, TX",TX,75203,cash only,High,Generally permitted - verify current statute,"site:zillow.com ""cash only"" ""75203""",https://www.google.com/search?q=site%3Azillow.com+%22cash+only%22+%2275203%22
"Dallas, TX",TX,75203,bring all offers,Medium,Generally permitted - verify current statute,"site:zillow.com ""bring all offers"" ""75203""",https://www.google.com/search?q=site%3Azillow.com+%22bring+all+offers%22+%2275203%22
"Dallas, TX",TX,75203,priced to sell,Low,Generally permitted - verify current statute,"site:zillow.com ""priced to sell"" ""75203""",https://www.google.com/search?q=site%3Azillow.com+%22priced+to+sell%22+%2275203%22
"Dallas, TX",TX,75203,tear down,Medium,Generally permitted - verify current statute,"site:zillow.com ""tear down"" ""75203""",https://www.google.com/search?q=site%3Azillow.com+%22tear+down%22+%2275203%22
"Dallas, TX",TX,75203,needs work,Medium,Generally permitted - verify current statute,"site:zillow.com ""needs work"" ""75203""",https://www.google.com/search?q=site%3Azillow.com+%22needs+work%22+%2275203%22
"Dallas, TX",TX,75210,fixer upper,High,Generally permitted - verify current statute,"site:zillow.com ""fixer upper"" ""75210""",https://www.google.com/search?q=site%3Azillow.com+%22fixer+upper%22+%2275210%22
"Dallas, TX",TX,75210,handyman special,High,Generally permitted - verify current statute,"site:zillow.com ""handyman special"" ""75210""",https://www.google.com/search?q=site%3Azillow.com+%22handyman+special%22+%2275210%22
"Dallas, TX",TX,75210,investor special,High,Generally permitted - verify current statute,"site:zillow.com ""investor special"" ""75210""",https://www.google.com/search?q=site%3Azillow.com+%22investor+special%22+%2275210%22
"Dallas, TX",TX,75210,as-is,High,Generally permitted - verify current statute,"site:zillow.com ""as-is"" ""75210""",https://www.google.com/search?q=site%3Azillow.com+%22as-is%22+%2275210%22
"Dallas, TX",TX,75210,needs TLC,High,Generally permitted - verify current statute,"site:zillow.com ""needs TLC"" ""75210""",https://www.google.com/search?q=site%3Azillow.com+%22needs+TLC%22+%2275210%22
"Dallas, TX",TX,75210,probate,High,Generally permitted - verify current statute,"site:zillow.com ""probate"" ""75210""",https://www.google.com/search?q=site%3Azillow.com+%22probate%22+%2275210%22
"Dallas, TX",TX,75210,estate sale,Medium,Generally permitted - verify current statute,"site:zillow.com ""estate sale"" ""75210""",https://www.google.com/search?q=site%3Azillow.com+%22estate+sale%22+%2275210%22
"Dallas, TX",TX,75210,inherited,Medium,Generally permitted - verify current statute,"site:zillow.com ""inherited"" ""75210""",https://www.google.com/search?q=site%3Azillow.com+%22inherited%22+%2275210%22
"Dallas, TX",TX,75210,motivated seller,High,Generally permitted - verify current statute,"site:zillow.com ""motivated seller"" ""75210""",https://www.google.com/search?q=site%3Azillow.com+%22motivated+seller%22+%2275210%22
"Dallas, TX",TX,75210,must sell,Medium,Generally permitted - verify current statute,"site:zillow.com ""must sell"" ""75210""",https://www.google.com/search?q=site%3Azillow.com+%22must+sell%22+%2275210%22
"Dallas, TX",TX,75210,cash only,High,Generally permitted - verify current statute,"site:zillow.com ""cash only"" ""75210""",https://www.google.com/search?q=site%3Azillow.com+%22cash+only%22+%2275210%22
"Dallas, TX",TX,75210,bring all offers,Medium,Generally permitted - verify current statute,"site:zillow.com ""bring all offers"" ""75210""",https://www.google.com/search?q=site%3Azillow.com+%22bring+all+offers%22+%2275210%22
"Dallas, TX",TX,75210,priced to sell,Low,Generally permitted - verify current statute,"site:zillow.com ""priced to sell"" ""75210""",https://www.google.com/search?q=site%3Azillow.com+%22priced+to+sell%22+%2275210%22
"Dallas, TX",TX,75210,tear down,Medium,Generally permitted - verify current statute,"site:zillow.com ""tear down"" ""75210""",https://www.google.com/search?q=site%3Azillow.com+%22tear+down%22+%2275210%22
"Dallas, TX",TX,75210,needs work,Medium,Generally permitted - verify current statute,"site:zillow.com ""needs work"" ""75210""",https://www.google.com/search?q=site%3Azillow.com+%22needs+work%22+%2275210%22
"Dallas, TX",TX,75215,fixer upper,High,Generally permitted - verify current statute,"site:zillow.com ""fixer upper"" ""75215""",https://www.google.com/search?q=site%3Azillow.com+%22fixer+upper%22+%2275215%22
"Dallas, TX",TX,75215,handyman special,High,Generally permitted - verify current statute,"site:zillow.com ""handyman special"" ""75215""",https://www.google.com/search?q=site%3Azillow.com+%22handyman+special%22+%2275215%22
"Dallas, TX",TX,75215,investor special,High,Generally permitted - verify current statute,"site:zillow.com ""investor special"" ""75215""",https://www.google.com/search?q=site%3Azillow.com+%22investor+special%22+%2275215%22
"Dallas, TX",TX,75215,as-is,High,Generally permitted - verify current statute,"site:zillow.com ""as-is"" ""75215""",https://www.google.com/search?q=site%3Azillow.com+%22as-is%22+%2275215%22
"Dallas, TX",TX,75215,needs TLC,High,Generally permitted - verify current statute,"site:zillow.com ""needs TLC"" ""75215""",https://www.google.com/search?q=site%3Azillow.com+%22needs+TLC%22+%2275215%22
"Dallas, TX",TX,75215,probate,High,Generally permitted - verify current statute,"site:zillow.com ""probate"" ""75215""",https://www.google.com/search?q=site%3Azillow.com+%22probate%22+%2275215%22
"Dallas, TX",TX,75215,estate sale,Medium,Generally permitted - verify current statute,"site:zillow.com ""estate sale"" ""75215""",https://www.google.com/search?q=site%3Azillow.com+%22estate+sale%22+%2275215%22
"Dallas, TX",TX,75215,inherited,Medium,Generally permitted - verify current statute,"site:zillow.com ""inherited"" ""75215""",https://www.google.com/search?q=site%3Azillow.com+%22inherited%22+%2275215%22
"Dallas, TX",TX,75215,motivated seller,High,Generally permitted - verify current statute,"site:zillow.com ""motivated seller"" ""75215""",https://www.google.com/search?q=site%3Azillow.com+%22motivated+seller%22+%2275215%22
"Dallas, TX",TX,75215,must sell,Medium,Generally permitted - verify current statute,"site:zillow.com ""must sell"" ""75215""",https://www.google.com/search?q=site%3Azillow.com+%22must+sell%22+%2275215%22
"Dallas, TX",TX,75215,cash only,High,Generally permitted - verify current statute,"site:zillow.com ""cash only"" ""75215""",https://www.google.com/search?q=site%3Azillow.com+%22cash+only%22+%2275215%22
"Dallas, TX",TX,75215,bring all offers,Medium,Generally permitted - verify current statute,"site:zillow.com ""bring all offers"" ""75215""",https://www.google.com/search?q=site%3Azillow.com+%22bring+all+offers%22+%2275215%22
"Dallas, TX",TX,75215,priced to sell,Low,Generally permitted - verify current statute,"site:zillow.com ""priced to sell"" ""75215""",https://www.google.com/search?q=site%3Azillow.com+%22priced+to+sell%22+%2275215%22
"Dallas, TX",TX,75215,tear down,Medium,Generally permitted - verify current statute,"site:zillow.com ""tear down"" ""75215""",https://www.google.com/search?q=site%3Azillow.com+%22tear+down%22+%2275215%22
"Dallas, TX",TX,75215,needs work,Medium,Generally permitted - verify current statute,"site:zillow.com ""needs work"" ""75215""",https://www.google.com/search?q=site%3Azillow.com+%22needs+work%22+%2275215%22
"Dallas, TX",TX,75216,fixer upper,High,Generally permitted - verify current statute,"site:zillow.com ""fixer upper"" ""75216""",https://www.google.com/search?q=site%3Azillow.com+%22fixer+upper%22+%2275216%22
"Dallas, TX",TX,75216,handyman special,High,Generally permitted - verify current statute,"site:zillow.com ""handyman special"" ""75216""",https://www.google.com/search?q=site%3Azillow.com+%22handyman+special%22+%2275216%22
"Dallas, TX",TX,75216,investor special,High,Generally permitted - verify current statute,"site:zillow.com ""investor special"" ""75216""",https://www.google.com/search?q=site%3Azillow.com+%22investor+special%22+%2275216%22
"Dallas, TX",TX,75216,as-is,High,Generally permitted - verify current statute,"site:zillow.com ""as-is"" ""75216""",https://www.google.com/search?q=site%3Azillow.com+%22as-is%22+%2275216%22
"Dallas, TX",TX,75216,needs TLC,High,Generally permitted - verify current statute,"site:zillow.com ""needs TLC"" ""75216""",https://www.google.com/search?q=site%3Azillow.com+%22needs+TLC%22+%2275216%22
"Dallas, TX",TX,75216,probate,High,Generally permitted - verify current statute,"site:zillow.com ""probate"" ""75216""",https://www.google.com/search?q=site%3Azillow.com+%22probate%22+%2275216%22
"Dallas, TX",TX,75216,estate sale,Medium,Generally permitted - verify current statute,"site:zillow.com ""estate sale"" ""75216""",https://www.google.com/search?q=site%3Azillow.com+%22estate+sale%22+%2275216%22
"Dallas, TX",TX,75216,inherited,Medium,Generally permitted - verify current statute,"site:zillow.com ""inherited"" ""75216""",https://www.google.com/search?q=site%3Azillow.com+%22inherited%22+%2275216%22
"Dallas, TX",TX,75216,motivated seller,High,Generally permitted - verify current statute,"site:zillow.com ""motivated seller"" ""75216""",https://www.google.com/search?q=site%3Azillow.com+%22motivated+seller%22+%2275216%22
"Dallas, TX",TX,75216,must sell,Medium,Generally permitted - verify current statute,"site:zillow.com ""must sell"" ""75216""",https://www.google.com/search?q=site%3Azillow.com+%22must+sell%22+%2275216%22
"Dallas, TX",TX,75216,cash only,High,Generally permitted - verify current statute,"site:zillow.com ""cash only"" ""75216""",https://www.google.com/search?q=site%3Azillow.com+%22cash+only%22+%2275216%22
"Dallas, TX",TX,75216,bring all offers,Medium,Generally permitted - verify current statute,"site:zillow.com ""bring all offers"" ""75216""",https://www.google.com/search?q=site%3Azillow.com+%22bring+all+offers%22+%2275216%22
"Dallas, TX",TX,75216,priced to sell,Low,Generally permitted - verify current statute,"site:zillow.com ""priced to sell"" ""75216""",https://www.google.com/search?q=site%3Azillow.com+%22priced+to+sell%22+%2275216%22
"Dallas, TX",TX,75216,tear down,Medium,Generally permitted - verify current statute,"site:zillow.com ""tear down"" ""75216""",https://www.google.com/search?q=site%3Azillow.com+%22tear+down%22+%2275216%22
"Dallas, TX",TX,75216,needs work,Medium,Generally permitted - verify current statute,"site:zillow.com ""needs work"" ""75216""",https://www.google.com/search?q=site%3Azillow.com+%22needs+work%22+%2275216%22
"Dallas, TX",TX,75217,fixer upper,High,Generally permitted - verify current statute,"site:zillow.com ""fixer upper"" ""75217""",https://www.google.com/search?q=site%3Azillow.com+%22fixer+upper%22+%2275217%22
"Dallas, TX",TX,75217,handyman special,High,Generally permitted - verify current statute,"site:zillow.com ""handyman special"" ""75217""",https://www.google.com/search?q=site%3Azillow.com+%22handyman+special%22+%2275217%22
"Dallas, TX",TX,75217,investor special,High,Generally permitted - verify current statute,"site:zillow.com ""investor special"" ""75217""",https://www.google.com/search?q=site%3Azillow.com+%22investor+special%22+%2275217%22
"Dallas, TX",TX,75217,as-is,High,Generally permitted - verify current statute,"site:zillow.com ""as-is"" ""75217""",https://www.google.com/search?q=site%3Azillow.com+%22as-is%22+%2275217%22
"Dallas, TX",TX,75217,needs TLC,High,Generally permitted - verify current statute,"site:zillow.com ""needs TLC"" ""75217""",https://www.google.com/search?q=site%3Azillow.com+%22needs+TLC%22+%2275217%22
"Dallas, TX",TX,75217,probate,High,Generally permitted - verify current statute,"site:zillow.com ""probate"" ""75217""",https://www.google.com/search?q=site%3Azillow.com+%22probate%22+%2275217%22
"Dallas, TX",TX,75217,estate sale,Medium,Generally permitted - verify current statute,"site:zillow.com ""estate sale"" ""75217""",https://www.google.com/search?q=site%3Azillow.com+%22estate+sale%22+%2275217%22
"Dallas, TX",TX,75217,inherited,Medium,Generally permitted - verify current statute,"site:zillow.com ""inherited"" ""75217""",https://www.google.com/search?q=site%3Azillow.com+%22inherited%22+%2275217%22
"Dallas, TX",TX,75217,motivated seller,High,Generally permitted - verify current statute,"site:zillow.com ""motivated seller"" ""75217""",https://www.google.com/search?q=site%3Azillow.com+%22motivated+seller%22+%2275217%22
"Dallas, TX",TX,75217,must sell,Medium,Generally permitted - verify current statute,"site:zillow.com ""must sell"" ""75217""",https://www.google.com/search?q=site%3Azillow.com+%22must+sell%22+%2275217%22
"Dallas, TX",TX,75217,cash only,High,Generally permitted - verify current statute,"site:zillow.com ""cash only"" ""75217""",https://www.google.com/search?q=site%3Azillow.com+%22cash+only%22+%2275217%22
"Dallas, TX",TX,75217,bring all offers,Medium,Generally permitted - verify current statute,"site:zillow.com ""bring all offers"" ""75217""",https://www.google.com/search?q=site%3Azillow.com+%22bring+all+offers%22+%2275217%22
"Dallas, TX",TX,75217,priced to sell,Low,Generally permitted - verify current statute,"site:zillow.com ""priced to sell"" ""75217""",https://www.google.com/search?q=site%3Azillow.com+%22priced+to+sell%22+%2275217%22
"Dallas, TX",TX,75217,tear down,Medium,Generally permitted - verify current statute,"site:zillow.com ""tear down"" ""75217""",https://www.google.com/search?q=site%3Azillow.com+%22tear+down%22+%2275217%22
"Dallas, TX",TX,75217,needs work,Medium,Generally permitted - verify current statute,"site:zillow.com ""needs work"" ""75217""",https://www.google.com/search?q=site%3Azillow.com+%22needs+work%22+%2275217%22
"Dallas, TX",TX,75227,fixer upper,High,Generally permitted - verify current statute,"site:zillow.com ""fixer upper"" ""75227""",https://www.google.com/search?q=site%3Azillow.com+%22fixer+upper%22+%2275227%22
